Education,Region,Age,Sex,Ethnicity,y2011,y2012,y2013,y2014,y2015
Degree,Yorkshire and The Humber,26 to 29,Female,Other,605,631.3329451,674.9591327,742.5093711,759.2485772
School,East,16 to 21,Male,White,668,727.4574455,729.725001,737.9960292,792.5099264
School,East,16 to 21,Male,Mixed,463,555.8390707,572.1810592,592.2646745,644.0047401
School,East,16 to 21,Male,Asian,884,900.9351639,915.5872482,981.0191783,1043.004268
School,East,16 to 21,Male,Black,143,187.9221031,274.8234284,356.8933797,436.0004564
School,East,16 to 21,Male,Other,575,664.0787435,670.5523747,680.1506588,756.3906143
School,East,16 to 21,Female,White,325,342.4486596,405.3850911,466.7462694,550.07261
School,East,16 to 21,Female,Mixed,196,292.7520717,308.0415499,372.4868887,430.2210202
School,East,16 to 21,Female,Asian,10,98.98979672,183.0818994,199.6464095,236.9199587
School,East,16 to 21,Female,Black,188,194.8552671,272.317762,318.136505,390.4243254
School,East,16 to 21,Female,Other,280,334.4336877,359.1525741,363.9642048,407.335987
School,East,22 to 25,Male,White,143,195.7014262,211.7016759,215.9081362,259.8206253
School,East,22 to 25,Male,Mixed,658,692.975283,755.5080941,807.9752336,850.5590796
School,East,22 to 25,Male,Asian,102,163.2844183,174.7266504,183.902256,205.9606239
School,East,22 to 25,Male,Black,506,598.7688611,680.8278016,722.0081667,777.2096697
School,East,22 to 25,Male,Other,263,283.5072385,313.0749905,403.4062417,412.9957123
School,East,22 to 25,Female,White,909,972.3388196,988.8646902,1015.719747,1068.477579
School,East,22 to 25,Female,Mixed,563,626.1089753,645.2229809,734.6619713,773.952505
School,East,22 to 25,Female,Asian,229,276.4228046,361.2612786,459.8485147,536.5289823
School,East,22 to 25,Female,Black,334,428.8864005,446.5812233,453.7867362,481.7089353
School,East,22 to 25,Female,Other,655,737.9845084,778.3705632,802.0164645,838.7604182
School,East,26 to 29,Male,White,33,123.7796626,188.8527576,189.3841146,274.6413872
School,East,26 to 29,Male,Mixed,309,391.1885807,404.5734917,451.982338,536.7792009
School,East,26 to 29,Male,Asian,577,611.8631283,677.2064772,682.1264555,695.1097034
School,East,26 to 29,Male,Black,878,956.2182831,1033.593965,1088.144532,1110.591533
School,East,26 to 29,Male,Other,949,1033.244301,1089.292064,1184.810635,1239.897194
School,East,26 to 29,Female,White,480,491.5322128,575.6640994,653.8052503,694.5644322
School,East,26 to 29,Female,Mixed,740,827.8259774,917.873172,978.0087689,1022.585882
School,East,26 to 29,Female,Asian,25,111.5376819,136.7236611,208.9120949,245.7546308
School,East,26 to 29,Female,Black,560,654.1228439,685.4216854,762.4986422,794.6843528
School,East,26 to 29,Female,Other,161,193.1047078,282.4018295,283.4954284,331.5023368
School,East Midlands,16 to 21,Male,White,122,149.7851262,203.5744329,301.6640046,385.5425519
School,East Midlands,16 to 21,Male,Mixed,442,471.9954633,563.557121,583.9998967,627.3320247
School,East Midlands,16 to 21,Male,Asian,339,425.5162717,436.3915643,505.1401643,540.1285922
School,East Midlands,16 to 21,Male,Black,643,736.7956213,742.1178519,771.0854954,783.0127114
School,East Midlands,16 to 21,Male,Other,384,398.2456358,425.7271954,497.6612153,561.9403839
School,East Midlands,16 to 21,Female,White,332,423.0913542,514.8510041,565.0031704,589.7804301
School,East Midlands,16 to 21,Female,Mixed,625,639.1461619,676.6085853,729.1260287,762.4234151
School,East Midlands,16 to 21,Female,Asian,433,463.7001764,538.3026856,610.4106655,645.9783226
School,East Midlands,16 to 21,Female,Black,784,863.6443479,898.0349221,962.5082434,1031.700672
School,East Midlands,16 to 21,Female,Other,990,1074.607282,1088.534795,1140.012738,1192.075088
School,East Midlands,22 to 25,Male,White,649,649.1206349,736.4295588,753.8978439,772.5115945
School,East Midlands,22 to 25,Male,Mixed,794,891.9120794,923.5000726,1023.148543,1119.759826
School,East Midlands,22 to 25,Male,Asian,340,395.0265895,468.0944229,560.0069517,571.7091734
School,East Midlands,22 to 25,Male,Black,248,263.2819022,287.3777113,353.4043635,447.3847851
School,East Midlands,22 to 25,Male,Other,817,849.4701965,850.2138648,946.5867448,1030.855379
School,East Midlands,22 to 25,Female,White,549,593.7074496,635.3872739,687.1892894,779.7954544
School,East Midlands,22 to 25,Female,Mixed,897,984.0846628,1049.811356,1070.201473,1075.502711
School,East Midlands,22 to 25,Female,Asian,321,359.1790498,449.4448038,493.620849,568.461696
School,East Midlands,22 to 25,Female,Black,225,231.6329214,283.3821036,294.8752455,375.8839528
School,East Midlands,22 to 25,Female,Other,717,815.9113549,840.2405273,863.8678163,907.8265957
School,East Midlands,26 to 29,Male,White,108,113.9885208,203.1348264,250.6862387,288.237239
School,East Midlands,26 to 29,Male,Mixed,581,640.233485,733.5048581,798.29435,885.4656613
School,East Midlands,26 to 29,Male,Asian,536,615.4823241,660.2960442,675.4251643,754.3328813
School,East Midlands,26 to 29,Male,Black,471,526.090407,544.0877597,625.287574,659.3944575
School,East Midlands,26 to 29,Male,Other,198,205.9478101,273.4829078,294.47661,316.0264269
School,East Midlands,26 to 29,Female,White,493,508.0786653,517.7561453,595.6386877,625.4062362
School,East Midlands,26 to 29,Female,Mixed,352,446.1364429,538.1457692,549.8750305,647.3314091
School,East Midlands,26 to 29,Female,Asian,637,648.911637,726.5684055,795.0092109,801.6932976
School,East Midlands,26 to 29,Female,Black,561,640.367897,699.053155,773.2379962,781.1356298
School,East Midlands,26 to 29,Female,Other,766,848.961466,857.399781,897.802376,938.123887
School,London,16 to 21,Male,White,140,201.1440205,263.8137439,327.5287131,395.8253475
School,London,16 to 21,Male,Mixed,960,1017.090384,1087.012754,1143.91513,1210.442657
School,London,16 to 21,Male,Asian,726,736.406079,762.2790471,768.6331,849.3642361
School,London,16 to 21,Male,Black,842,845.4530556,878.5010716,943.4215962,994.8245144
School,London,16 to 21,Male,Other,969,995.4135994,1033.323605,1128.673398,1187.806749
School,London,16 to 21,Female,White,988,1007.207123,1095.90926,1128.231211,1203.431648
School,London,16 to 21,Female,Mixed,767,816.6949325,817.8918189,893.1282984,962.3520724
School,London,16 to 21,Female,Asian,522,605.6410395,676.5757681,690.6956584,751.7882477
School,London,16 to 21,Female,Black,242,297.9770441,301.2424931,376.5573125,409.3859194
School,London,16 to 21,Female,Other,83,145.8305026,212.6080675,295.8787935,334.1967426
School,London,22 to 25,Male,White,866,866.2665018,922.5905545,965.5350066,1061.813619
School,London,22 to 25,Male,Mixed,2,98.65982463,98.94400906,101.8181759,137.7907524
School,London,22 to 25,Male,Asian,224,297.8544579,306.1429087,364.0370249,404.6215226
School,London,22 to 25,Male,Black,473,512.7156456,525.7552956,549.3496156,591.7205381
School,London,22 to 25,Male,Other,314,376.6764786,399.1570331,496.1972015,579.2277951
School,London,22 to 25,Female,White,368,385.9930695,397.0211711,452.0273922,511.3379541
School,London,22 to 25,Female,Mixed,541,594.9266966,637.8219181,652.6299133,679.7300237
School,London,22 to 25,Female,Asian,217,286.4862639,290.7313992,319.3268248,411.159605
School,London,22 to 25,Female,Black,857,862.5925445,892.325709,965.577163,1016.536194
School,London,22 to 25,Female,Other,840,917.7909224,963.5730615,1004.354492,1070.545507
School,London,26 to 29,Male,White,512,561.5546181,650.6654953,715.4048274,782.017722
School,London,26 to 29,Male,Mixed,758,843.9130922,932.3827179,938.8337673,986.8559575
School,London,26 to 29,Male,Asian,732,768.1055391,821.6939211,880.7604938,923.798945
School,London,26 to 29,Male,Black,801,802.3956479,839.6051907,865.9906571,896.7160947
School,London,26 to 29,Male,Other,128,170.5187348,231.8126207,325.919546,353.4511472
School,London,26 to 29,Female,White,359,417.0048966,497.7324316,553.3000634,606.7155368
School,London,26 to 29,Female,Mixed,731,799.2290739,898.9877382,958.1627937,998.2601367
School,London,26 to 29,Female,Asian,286,385.900754,437.2439834,464.6524748,491.1097259
School,London,26 to 29,Female,Black,810,856.4391123,914.2130973,974.563995,1042.324619
School,London,26 to 29,Female,Other,541,632.2886881,712.0013793,800.4739487,864.2023017
School,North East,16 to 21,Male,White,591,611.645417,632.9125727,687.5600865,784.7185717
School,North East,16 to 21,Male,Mixed,776,858.3426565,892.6610037,957.3232654,1031.685243
School,North East,16 to 21,Male,Asian,308,402.4781773,480.0061536,556.9409577,647.7774971
School,North East,16 to 21,Male,Black,866,887.4307236,963.8046777,1000.015727,1039.127063
School,North East,16 to 21,Male,Other,299,344.81498,346.2107061,419.4534555,516.9864431
School,North East,16 to 21,Female,White,210,262.5380112,329.6024513,369.9942508,426.9532553
School,North East,16 to 21,Female,Mixed,872,882.405971,970.162926,1042.468456,1075.31284
School,North East,16 to 21,Female,Asian,594,657.0665185,750.0288619,846.4809723,873.4446044
School,North East,16 to 21,Female,Black,766,864.1391548,918.6120998,921.6282376,997.5935598
School,North East,16 to 21,Female,Other,208,299.7676802,310.1738459,320.8328792,329.5019684
School,North East,22 to 25,Male,White,917,999.7518512,1001.074785,1082.789896,1093.674364
School,North East,22 to 25,Male,Mixed,153,231.8002966,241.38359,320.5807001,389.4018004
School,North East,22 to 25,Male,Asian,555,609.8593461,703.3309897,709.4437748,770.6452903
School,North East,22 to 25,Male,Black,335,393.8694977,443.6671422,532.4983574,606.9379047
School,North East,22 to 25,Male,Other,591,687.5608639,710.0604992,764.7533284,808.9605234
School,North East,22 to 25,Female,White,532,629.4274213,725.8111525,782.4888565,868.1772707
School,North East,22 to 25,Female,Mixed,678,763.0847541,767.0749868,826.5056842,885.8292161
School,North East,22 to 25,Female,Asian,334,348.107634,381.5438484,434.2716253,516.9382143
School,North East,22 to 25,Female,Black,90,151.8210042,174.7749614,198.5195619,248.6732316
School,North East,22 to 25,Female,Other,404,493.345496,505.0046055,519.5057305,521.5411455
School,North East,26 to 29,Male,White,599,664.3322915,731.6277092,824.0772756,872.0288597
School,North East,26 to 29,Male,Mixed,160,231.5747598,315.4293002,386.1903213,423.7140414
School,North East,26 to 29,Male,Asian,43,113.9186296,116.1113171,214.7445776,220.5869646
School,North East,26 to 29,Male,Black,883,965.3217413,986.9568968,1003.207969,1102.221379
School,North East,26 to 29,Male,Other,791,882.4984831,914.9161333,1007.322756,1105.672358
School,North East,26 to 29,Female,White,620,706.7377485,761.2344394,798.2070185,885.3753073
School,North East,26 to 29,Female,Mixed,34,102.0448112,141.5552109,235.8935691,287.3319103
School,North East,26 to 29,Female,Asian,520,614.1363844,638.3992016,639.7652247,679.4157466
School,North East,26 to 29,Female,Black,427,439.2364469,490.2341712,499.9808113,526.4604977
School,North East,26 to 29,Female,Other,995,1094.679067,1114.371637,1202.927542,1296.756097
School,North West,16 to 21,Male,White,399,470.7551799,509.8167393,511.1533957,538.6302879
School,North West,16 to 21,Male,Mixed,244,249.7465757,333.0007788,368.2548221,376.8336624
School,North West,16 to 21,Male,Asian,302,344.0451973,443.6824245,540.7090871,541.2087846
School,North West,16 to 21,Male,Black,716,747.9481891,797.7011694,890.8707158,891.0985325
School,North West,16 to 21,Male,Other,365,438.0324761,501.021409,566.9177331,621.7510489
School,North West,16 to 21,Female,White,758,848.1707512,877.6648235,912.697824,1009.630063
School,North West,16 to 21,Female,Mixed,707,771.0365729,791.7231562,875.2371817,891.2817317
School,North West,16 to 21,Female,Asian,424,496.0770796,566.8271971,577.0658692,646.6171123
School,North West,16 to 21,Female,Black,570,583.0024259,600.5077525,682.7791011,696.7322386
School,North West,16 to 21,Female,Other,899,960.1673122,1033.386509,1039.220556,1057.724747
School,North West,22 to 25,Male,White,516,561.9764239,656.3540042,696.0050545,759.8829408
School,North West,22 to 25,Male,Mixed,131,156.8947087,240.2083734,325.0293209,397.8677633
School,North West,22 to 25,Male,Asian,385,478.5833342,572.4671884,609.0987073,702.9377934
School,North West,22 to 25,Male,Black,136,160.2222666,243.7474904,309.4990518,369.809661
School,North West,22 to 25,Male,Other,703,769.0286653,784.8720434,870.740266,907.2259628
School,North West,22 to 25,Female,White,413,451.783456,508.056966,555.0312391,648.1536204
School,North West,22 to 25,Female,Mixed,553,566.7666895,610.8196299,655.7543911,679.8366335
School,North West,22 to 25,Female,Asian,232,324.6583012,388.679529,417.3567656,478.6435495
School,North West,22 to 25,Female,Black,10,70.16436705,168.9662479,255.6337843,276.2458624
School,North West,22 to 25,Female,Other,805,833.1498104,884.9716989,973.7668297,1028.513678
School,North West,26 to 29,Male,White,827,880.1566645,920.2156881,980.9272311,991.8580574
School,North West,26 to 29,Male,Mixed,747,831.219361,920.3851684,987.8725279,1031.591386
School,North West,26 to 29,Male,Asian,348,373.5457442,464.4220031,523.101742,573.8406427
School,North West,26 to 29,Male,Black,252,267.728176,308.9567139,392.9576108,415.7029963
School,North West,26 to 29,Male,Other,67,137.4742614,187.4935316,254.1344648,300.9733804
School,North West,26 to 29,Female,White,749,839.4703507,926.5187235,1013.406411,1105.67832
School,North West,26 to 29,Female,Mixed,591,628.5492274,659.2193637,711.8624231,717.7108083
School,North West,26 to 29,Female,Asian,473,514.1039039,586.3274668,669.4765954,702.4297151
School,North West,26 to 29,Female,Black,474,571.5221415,661.3990127,722.3284596,767.6266647
School,North West,26 to 29,Female,Other,211,267.6762465,343.016483,399.6701273,497.0610884
School,South East,16 to 21,Male,White,285,346.4583809,363.6925758,382.1176123,396.8267256
School,South East,16 to 21,Male,Mixed,28,96.5718741,146.3657075,196.4493805,252.9082177
School,South East,16 to 21,Male,Asian,269,336.7299068,345.8488492,368.0460806,420.0932751
School,South East,16 to 21,Male,Black,324,371.7125622,390.9482646,447.7972588,459.428955
School,South East,16 to 21,Male,Other,734,768.6637793,865.9984083,965.8415711,1061.341942
School,South East,16 to 21,Female,White,437,448.0152265,495.9619641,534.9604368,619.0920295
School,South East,16 to 21,Female,Mixed,266,298.1766726,331.4498307,386.8420508,405.6528911
School,South East,16 to 21,Female,Asian,979,1017.138429,1094.807843,1156.418891,1188.628786
School,South East,16 to 21,Female,Black,178,231.8139094,291.6872555,331.5271967,367.2817412
School,South East,16 to 21,Female,Other,977,1031.043642,1069.956225,1080.410421,1105.746383
School,South East,22 to 25,Male,White,277,355.9743867,446.8359565,463.8582399,555.6290684
School,South East,22 to 25,Male,Mixed,228,228.1253453,254.5237644,278.5107669,290.0401522
School,South East,22 to 25,Male,Asian,878,894.5539775,900.0629891,965.3221707,1012.422621
School,South East,22 to 25,Male,Black,84,153.9799212,200.7677363,244.4474246,332.4457778
School,South East,22 to 25,Male,Other,89,171.5046287,219.76594,319.305433,319.5744441
School,South East,22 to 25,Female,White,123,191.5045125,192.8069609,218.1504758,248.1891093
School,South East,22 to 25,Female,Mixed,549,620.5570782,649.3242401,736.7927379,821.9594478
School,South East,22 to 25,Female,Asian,608,609.3551978,648.5583041,738.3523751,828.660219
School,South East,22 to 25,Female,Black,690,701.0189585,735.5199883,833.4675469,869.6819646
School,South East,22 to 25,Female,Other,387,437.9147013,526.1751144,583.4166048,646.6457695
School,South East,26 to 29,Male,White,814,853.7871443,904.3080737,987.8571181,1063.567321
School,South East,26 to 29,Male,Mixed,117,201.5085659,276.8878319,374.6006239,471.4952557
School,South East,26 to 29,Male,Asian,720,747.6195701,843.7083065,924.6572836,1023.645277
School,South East,26 to 29,Male,Black,116,152.7820798,172.0786275,228.1805186,260.7011433
School,South East,26 to 29,Male,Other,845,939.6170744,967.0853313,984.1185206,1012.687412
School,South East,26 to 29,Female,White,78,103.8928125,163.9479926,243.0700833,279.6467894
School,South East,26 to 29,Female,Mixed,691,695.0150712,727.4286181,813.17971,911.8071022
School,South East,26 to 29,Female,Asian,78,174.4890255,189.4473886,236.7319112,294.0600079
School,South East,26 to 29,Female,Black,321,385.6968663,423.3472284,426.6067608,438.9411774
School,South East,26 to 29,Female,Other,424,450.6166162,491.2435252,576.9195268,663.7193478
School,South West,16 to 21,Male,White,158,215.9887738,288.0146808,303.3570056,363.0932656
School,South West,16 to 21,Male,Mixed,929,983.324403,986.2150512,1019.565738,1027.402033
School,South West,16 to 21,Male,Asian,384,405.6985855,501.761104,518.9405947,531.7571874
School,South West,16 to 21,Male,Black,310,355.7983598,375.6206343,423.7751009,523.2531598
School,South West,16 to 21,Male,Other,593,614.8151448,623.991802,676.3308141,725.7855967
School,South West,16 to 21,Female,White,457,473.1241414,538.8952411,542.5821193,604.4169075
School,South West,16 to 21,Female,Mixed,888,904.9663218,988.8944783,1051.663234,1076.090418
School,South West,16 to 21,Female,Asian,858,900.273907,977.7571734,1010.817502,1108.329122
School,South West,16 to 21,Female,Black,886,940.7971411,990.5455149,1013.795638,1102.945968
School,South West,16 to 21,Female,Other,494,537.625666,593.3066739,643.6716609,723.5414263
School,South West,22 to 25,Male,White,132,230.8668171,231.8969774,276.8073793,292.9472769
School,South West,22 to 25,Male,Mixed,342,376.9266944,426.8450282,511.0534813,536.8130134
School,South West,22 to 25,Male,Asian,516,527.1456216,541.1271389,587.4871692,622.4316498
School,South West,22 to 25,Male,Black,83,125.4100005,186.6728244,240.2658379,291.8680749
School,South West,22 to 25,Male,Other,992,1088.774383,1176.477582,1256.802348,1295.480773
School,South West,22 to 25,Female,White,499,529.5624349,544.9322718,565.4346273,575.7690396
School,South West,22 to 25,Female,Mixed,693,745.9085531,813.8482268,828.6314665,832.805818
School,South West,22 to 25,Female,Asian,868,875.5603978,939.1304853,1023.828807,1071.155526
School,South West,22 to 25,Female,Black,765,820.865391,898.0391479,936.3985827,1015.84666
School,South West,22 to 25,Female,Other,53,79.90208547,85.03825171,141.6453609,213.4095041
School,South West,26 to 29,Male,White,537,611.0033986,653.1128621,717.4288591,778.3088814
School,South West,26 to 29,Male,Mixed,113,114.5493002,204.958587,289.9019121,321.9508033
School,South West,26 to 29,Male,Asian,912,952.4983302,1023.158352,1116.161449,1194.100705
School,South West,26 to 29,Male,Black,394,481.2412959,580.7601495,629.8803965,653.6662796
School,South West,26 to 29,Male,Other,234,266.8960617,324.6734958,420.3408602,517.0249121
School,South West,26 to 29,Female,White,633,668.3678237,733.4110871,762.2039921,792.4441234
School,South West,26 to 29,Female,Mixed,904,953.0312497,962.4364053,1032.103845,1129.068961
School,South West,26 to 29,Female,Asian,216,307.7410069,393.8312963,446.6325003,499.0105652
School,South West,26 to 29,Female,Black,415,482.8461124,574.0039763,649.2493736,727.4041668
School,South West,26 to 29,Female,Other,230,303.8450387,331.0329257,387.190264,459.4106277
School,Wales,16 to 21,Male,White,990,1032.088444,1111.519516,1139.469953,1166.381335
School,Wales,16 to 21,Male,Mixed,975,975.8019997,1011.957332,1060.851178,1085.253307
School,Wales,16 to 21,Male,Asian,7,88.92158497,102.6275164,126.8373227,145.3361059
School,Wales,16 to 21,Male,Black,446,512.3214049,522.4091768,537.905081,581.9121106
School,Wales,16 to 21,Male,Other,368,446.3777647,477.445112,552.6780234,564.6025735
School,Wales,16 to 21,Female,White,867,867.5267796,908.4429068,935.6527838,972.8080923
School,Wales,16 to 21,Female,Mixed,672,716.4711083,739.0951579,761.2836732,803.2150894
School,Wales,16 to 21,Female,Asian,357,411.8428241,463.2661975,508.9668923,557.3186195
School,Wales,16 to 21,Female,Black,485,526.9237259,607.7474929,685.5527042,761.2403977
School,Wales,16 to 21,Female,Other,185,249.3592199,325.7968813,424.8640041,425.932371
School,Wales,22 to 25,Male,White,910,1004.22447,1034.869572,1037.020087,1044.337564
School,Wales,22 to 25,Male,Mixed,813,814.2803488,825.9952112,888.210356,923.2632632
School,Wales,22 to 25,Male,Asian,299,361.6960945,460.4193816,462.5366911,511.0704124
School,Wales,22 to 25,Male,Black,659,689.3609264,719.6788699,784.9893899,873.3000294
School,Wales,22 to 25,Male,Other,895,960.1406726,1021.694667,1096.214577,1186.645151
School,Wales,22 to 25,Female,White,206,244.5913905,284.2354356,381.0582892,444.4565015
School,Wales,22 to 25,Female,Mixed,322,372.0766601,457.7795328,546.9031399,614.4265525
School,Wales,22 to 25,Female,Asian,604,615.9255886,695.2525928,755.8935862,791.1623755
School,Wales,22 to 25,Female,Black,983,1011.518383,1085.195875,1118.822346,1213.474848
School,Wales,22 to 25,Female,Other,772,816.5443623,912.710502,951.2747956,991.9060273
School,Wales,26 to 29,Male,White,369,373.3115291,458.637463,527.2330621,534.7795501
School,Wales,26 to 29,Male,Mixed,217,227.2513401,243.8371236,249.3316544,296.1631014
School,Wales,26 to 29,Male,Asian,146,171.3063536,171.3892022,201.7035047,255.8517942
School,Wales,26 to 29,Male,Black,771,855.4999188,952.9348804,987.4183712,1000.13934
School,Wales,26 to 29,Male,Other,570,642.1705268,724.0691375,751.7145924,831.4372728
School,Wales,26 to 29,Female,White,74,131.7444345,168.5160418,208.1285207,214.6587241
School,Wales,26 to 29,Female,Mixed,159,220.2409756,244.7567561,246.836324,301.9917022
School,Wales,26 to 29,Female,Asian,272,354.8675854,372.1183606,432.8588928,514.2560025
School,Wales,26 to 29,Female,Black,150,229.1259446,230.0683826,263.8374628,323.3283688
School,Wales,26 to 29,Female,Other,70,96.08895728,156.6601192,168.4709688,251.2915925
School,West Midlands,16 to 21,Male,White,786,857.5707041,957.3479265,1041.586197,1062.156911
School,West Midlands,16 to 21,Male,Mixed,571,632.9686409,681.154271,767.2986527,821.409452
School,West Midlands,16 to 21,Male,Asian,619,639.2143143,679.2977735,679.4718933,746.7531005
School,West Midlands,16 to 21,Male,Black,700,742.4435811,744.5874997,803.8873495,873.7760112
School,West Midlands,16 to 21,Male,Other,13,16.02850302,60.80265404,159.9235872,173.7095848
School,West Midlands,16 to 21,Female,White,245,333.053541,416.4436942,499.6827487,551.0163839
School,West Midlands,16 to 21,Female,Mixed,442,528.4543106,538.3216532,540.9394724,556.315686
School,West Midlands,16 to 21,Female,Asian,43,105.0438963,108.5307505,199.419651,284.5284754
School,West Midlands,16 to 21,Female,Black,206,301.2611295,384.5534649,437.8017712,453.9626649
School,West Midlands,16 to 21,Female,Other,318,367.8229263,450.2758569,535.9623921,615.1325444
School,West Midlands,22 to 25,Male,White,71,125.8732856,145.441369,222.0973773,302.7539587
School,West Midlands,22 to 25,Male,Mixed,362,444.1211531,544.1131903,569.9015482,620.8489315
School,West Midlands,22 to 25,Male,Asian,635,683.5338177,733.4995733,747.5691508,841.5195389
School,West Midlands,22 to 25,Male,Black,984,1030.844256,1091.30962,1172.826497,1187.53247
School,West Midlands,22 to 25,Male,Other,884,974.1498879,1009.872961,1047.318011,1117.997025
School,West Midlands,22 to 25,Female,White,122,160.632258,227.2733342,230.1700758,259.6898157
School,West Midlands,22 to 25,Female,Mixed,150,175.2365451,254.5240425,342.8956825,406.2028218
School,West Midlands,22 to 25,Female,Asian,297,345.1436598,396.0235261,478.1535673,546.6628182
School,West Midlands,22 to 25,Female,Black,155,252.0811444,313.7525048,325.1470442,362.9711907
School,West Midlands,22 to 25,Female,Other,802,841.2626898,843.9849635,845.4912097,939.587277
School,West Midlands,26 to 29,Male,White,228,318.187791,348.3025906,429.2630176,441.1586757
School,West Midlands,26 to 29,Male,Mixed,836,918.5867469,940.5772021,1007.067939,1047.94745
School,West Midlands,26 to 29,Male,Asian,651,671.1927634,737.9952595,821.3509466,865.2549995
School,West Midlands,26 to 29,Male,Black,752,770.1853837,854.3741632,854.8587951,942.8909808
School,West Midlands,26 to 29,Male,Other,339,364.2346787,458.5209966,517.6017429,557.315797
School,West Midlands,26 to 29,Female,White,76,138.5192984,209.9080235,250.1302672,339.1740859
School,West Midlands,26 to 29,Female,Mixed,516,525.6569652,552.0474422,617.7187683,663.0810276
School,West Midlands,26 to 29,Female,Asian,307,390.8558111,398.5493055,410.4128781,495.6639279
School,West Midlands,26 to 29,Female,Black,831,848.0444597,853.5969539,863.7510945,913.2550831
School,West Midlands,26 to 29,Female,Other,226,249.2958815,289.5027755,354.2664551,388.1717646
School,Yorkshire and The Humber,16 to 21,Male,White,162,247.3823107,327.8417859,364.9938575,405.916836
School,Yorkshire and The Humber,16 to 21,Male,Mixed,266,311.720125,370.9739854,468.2428549,478.8681413
School,Yorkshire and The Humber,16 to 21,Male,Asian,924,986.6751314,1039.085265,1039.78965,1120.601426
School,Yorkshire and The Humber,16 to 21,Male,Black,712,749.5360357,794.5555736,891.9524919,958.7988882
School,Yorkshire and The Humber,16 to 21,Male,Other,213,280.5668348,287.0742687,292.8126901,349.3900763
School,Yorkshire and The Humber,16 to 21,Female,White,889,933.1290453,991.5175087,1091.497666,1110.767899
School,Yorkshire and The Humber,16 to 21,Female,Mixed,647,701.9587284,707.8483323,789.5938714,806.3562047
School,Yorkshire and The Humber,16 to 21,Female,Asian,77,169.3476931,190.5152716,231.0101933,293.6452116
School,Yorkshire and The Humber,16 to 21,Female,Black,87,89.00179276,111.0004408,125.9601141,146.8793071
School,Yorkshire and The Humber,16 to 21,Female,Other,529,552.9781622,586.3496791,668.2249471,761.2841392
School,Yorkshire and The Humber,22 to 25,Male,White,140,200.8066512,256.4806276,333.0026431,352.2231532
School,Yorkshire and The Humber,22 to 25,Male,Mixed,194,216.5509323,270.4467419,339.1064328,416.8782641
School,Yorkshire and The Humber,22 to 25,Male,Asian,849,874.0285753,950.2279941,961.5898964,1042.983944
School,Yorkshire and The Humber,22 to 25,Male,Black,462,466.9649067,530.3211598,589.352967,678.4030873
School,Yorkshire and The Humber,22 to 25,Male,Other,15,29.95485664,97.76364774,103.2179037,144.1603695
School,Yorkshire and The Humber,22 to 25,Female,White,457,515.9635139,580.8147172,646.8620426,684.7398053
School,Yorkshire and The Humber,22 to 25,Female,Mixed,676,760.419273,859.0303813,869.2828649,928.1455459
School,Yorkshire and The Humber,22 to 25,Female,Asian,32,40.69697319,107.8350639,117.5197439,133.9283047
School,Yorkshire and The Humber,22 to 25,Female,Black,935,1023.725662,1036.189726,1041.377552,1132.761058
School,Yorkshire and The Humber,22 to 25,Female,Other,125,216.4473887,279.781559,296.5810312,332.5628217
School,Yorkshire and The Humber,26 to 29,Male,White,383,408.2132466,448.820988,494.3607625,542.2833479
School,Yorkshire and The Humber,26 to 29,Male,Mixed,928,940.4082187,978.3841755,1061.937421,1064.496214
School,Yorkshire and The Humber,26 to 29,Male,Asian,225,312.7671044,409.9257702,444.6982909,462.5322343
School,Yorkshire and The Humber,26 to 29,Male,Black,209,269.90452,369.1092621,375.8569082,386.0932087
School,Yorkshire and The Humber,26 to 29,Male,Other,381,386.4946882,480.5010468,579.6729535,635.2842951
School,Yorkshire and The Humber,26 to 29,Female,White,320,378.0709906,450.3596994,485.2098078,554.0158829
School,Yorkshire and The Humber,26 to 29,Female,Mixed,942,971.4494719,981.8646776,1042.093727,1046.201923
School,Yorkshire and The Humber,26 to 29,Female,Asian,731,781.511966,842.5032076,890.3887894,904.6792823
School,Yorkshire and The Humber,26 to 29,Female,Black,620,677.3665946,729.0020975,789.0892176,814.3440609
School,Yorkshire and The Humber,26 to 29,Female,Other,303,327.2341507,345.8493696,445.0823943,526.5125356
No qualification,East,16 to 21,Male,White,632,661.9699263,739.6880732,811.2682589,830.4763589
No qualification,East,16 to 21,Male,Mixed,424,482.8996944,540.3318312,583.6437044,591.8395623
No qualification,East,16 to 21,Male,Asian,383,462.0538722,477.644229,535.4684295,559.8653027
No qualification,East,16 to 21,Male,Black,70,110.8665983,200.225203,267.6740965,367.0863288
No qualification,East,16 to 21,Male,Other,249,279.4900493,368.2984855,379.4060926,398.437928
No qualification,East,16 to 21,Female,White,133,216.1670537,226.6649915,238.4795822,302.5303933
No qualification,East,16 to 21,Female,Mixed,665,676.6218182,697.6066863,714.464627,806.9797095
No qualification,East,16 to 21,Female,Asian,521,600.2842202,673.8000019,769.5585883,805.0296177
No qualification,East,16 to 21,Female,Black,662,676.5309927,776.4898726,822.4399985,920.6760164
No qualification,East,16 to 21,Female,Other,76,133.6271476,138.1820237,188.743759,262.8892336
No qualification,East,22 to 25,Male,White,83,89.25821307,103.4145936,140.9862086,160.0364144
No qualification,East,22 to 25,Male,Mixed,839,922.6714623,974.0995798,998.8728774,1040.718706
